Bulan;Vendor;Type;Total Biaya;Keterangan;Nopol;Tahun;Vendor_TextMining;Vendor_Clean
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO PICK UP;3821000;RUSAK RINGAN;L 8869 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PHR 54 C BB;2818554;TUNE UP;L 9397 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);MICROBUSHI ACE CUMMUTER;13329542;RUSAK BERAT;L 7819 NP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);COMMUTER ACE MANUAL VIN 2019;2760000;TUNE UP;L 7640 AP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);DAIHATSU S401RV AMBULANCE;5382041;RUSAK SEDANG;L 1896 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;4975663;RUSAK SEDANG;L 1868 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT UNITED MOTORS CENTER (SUZUKI);GC415V 4X2 PS MT;9133156;TUNE UP;L 1972 DP;2022;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);K 2700 TRAVELLO;4244224;RUSAK RINGAN;L 9040 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PHR 54 C BB;2944584;TUNE UP;L 9398 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);NKR71 TRUCK;9911660;RUSAK SEDANG;L 9140 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);DAIHATSU S401RV AMBULANCE;4165254;RUSAK RINGAN;L 9037 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR541;8723410;RUSAK SEDANG;L 1570 FP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;4662059;RUSAK SEDANG;L 9082 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO;7538181;RUSAK SEDANG;L 9197 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);NKR71TRUCK;3050662;TUNE UP;L 9195 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG KF52 STD;4401500;RUSAK SEDANG;L 1437 AP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;9284731;RUSAK SEDANG;L 9083 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO AMBULANCE;4296365;RUSAK RINGAN;L 9196 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;CV. ASRI PUCANG (TOYOTA);KIJANG KF52 SPR;4810000;RUSAK SEDANG;L 1893 BP;2022;CV. ASRI PUCANG (TOYOTA);CV. ASRI (TOYOTA)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54;4519589;RUSAK SEDANG;L 9347 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;5885900;RUSAK SEDANG;L 1410 CP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER;3996645;RUSAK RINGAN;L 1734 FP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);DAIHATSU F7OR - R TAFT;7481604;RUSAK SEDANG;L 1966 EP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR 54 TURBO PICK UP;3605590;RUSAK RINGAN;L 8878 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PHR 54 C BB;2883090;TUNE UP;L 9388 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;9115910;RUSAK SEDANG;L 9071 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT SRIKANDI DIAMOND INDAH MOTORS;L300 FB-R 4X2 MT;2643779;TUNE UP;L 8441 CP;2022;PT SRIKANDI DIAMOND INDAH MOTORS;PT SRIKANDI DIAMOND INDAH MOTORS
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;3330900;RUSAK RINGAN;L 0034 AP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54 TURBO LM;9725736;RUSAK BERAT;L 1909 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54 TURBO LM;9189969;RUSAK SEDANG;L 1569 FP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO PICK UP;7725622;RUSAK SEDANG;L 8847 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);SERENA HIGWAY STAR AT;43267396;RUSAK BERAT;L 1587 FP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;4339720;RUSAK RINGAN;L 1367 CP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;6846975;RUSAK SEDANG;L 1667 CP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER PICK UP LC TBR54;3433880;RUSAK RINGAN;L 9343 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54F TURBO LV;9301445;RUSAK SEDANG;L 1629 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO PICK UP;8067051;RUSAK SEDANG;L 8897 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;5431352;RUSAK SEDANG;L 1746 CP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO PICK UP;8717940;RUSAK SEDANG;L 8857 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER PICK UP LC TBR54;8257962;RUSAK SEDANG;L 9364 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PANTHER PICK UP LC TBR54;5112169;RUSAK SEDANG;L 9357 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);DUTRO 130 PS HD;3771590;RUSAK RINGAN;L 8872 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);NKR71 TRUCK;3566240;RUSAK RINGAN;L 9139 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54F TURBO LV;2760244;TUNE UP;L 1655 FP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PICK UP;8067051;RUSAK SEDANG;L 8959 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);D8 FE71 L 4X2 MT;3424919;RUSAK RINGAN;L 9313 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT UNITED MOTORS CENTER (SUZUKI);GC415V BLIND VAN PS;11058784;RUSAK RINGAN;L 1591 DP;2022;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER PICK UP LC TBR54;5127119;RUSAK SEDANG;L 9353 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);NKR71 TRUCK;6363675;RUSAK SEDANG;L 8430 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER PICK UP LC TBR54;8218003;RUSAK SEDANG;L 9363 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);XW42 G;7191100;RUSAK SEDANG;L 1096 BP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PANTHER PICK UP LC TBR54;2968568;TUNE UP;L 9370 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR541 LM 25;7873610;RUSAK SEDANG;L 1660 FP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PANTHER PICK UP LC TBR54;5285196;RUSAK SEDANG;L 9348 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G AT LUX VIN;7836352;RUSAK SEDANG;L 0038 AP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54F TURBO;4247575;RUSAK RINGAN;L 1921 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54F TURBO LV;6912677;RUSAK SEDANG;L 1349 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);NKR71 TRUCK;2815000;TUNE UP;L 9219 NP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT UNITED MOTORS CENTER (SUZUKI);APV/GC415V APV SDX MT;1917963;TUNE UP;L 1439 CP;2022;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);ACCORD CP2 2.4;19676471;RUSAK BERAT;L 1070 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54 TURBO PICK UP;3661429;RUSAK RINGAN;L 8863 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54 TURBO LM;1534145;TUNE UP;L 1604 FP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);COMMUTER ACE MANUAL VIN 2019;3290000;RUSAK RINGAN;L 7643 AP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;4830900;RUSAK SEDANG;L 1857 FP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;3630900;RUSAK RINGAN;L 1750 CP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;7483900;RUSAK SEDANG;L 1772 PP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER PICK UP LC TBR54;7919358;RUSAK SEDANG;L 9341 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54 TURBO PICK UP;1479890;TUNE UP;L 8882 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);COMMUTER ACE MANUAL VIN 2019;3595000;RUSAK RINGAN;L 7642 AP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR541;2932080;TUNE UP;L 1383 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54F TURBO;15901345;RUSAK RINGAN;L 1371 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);NKR71 TRUCK;3053985;TUNE UP;L 9218 NP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;6985900;RUSAK SEDANG;L 0035 AP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);NKR71 TRUCK;2542605;TUNE UP;L 8767 BP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);NKR71 TRUCK;4320320;RUSAK RINGAN;L 9220 NP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER PICK UP LC TBR54;7724255;RUSAK SEDANG;L 9361 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PHR 54 C BB;2914090;TUNE UP;L 9389 AP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Oktober;PT UNITED MOTORS CENTER (SUZUKI);GC415V APV STD;3971252;RUSAK RINGAN;L 1589 DP;2022;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;3630900;RUSAK RINGAN;L 1852 CP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO PICK UP;8096764;RUSAK RINGAN;L 8907 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;6371450;RUSAK SEDANG;L 1692 CP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;5231350;RUSAK SEDANG;L 1701 CP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;2405900;TUNE UP;L 0024 AP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT UNITED MOTORS CENTER (SUZUKI);GC415V 4X2 PS MT;5033522;TUNE UP;L 1590 DP;2022;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);NKR71 TRUCK;3983900;RUSAK RINGAN;L 8431 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54 TURBO LM;2723209;TUNE UP;L 1462 FP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;3151352;RUSAK RINGAN;L 1744 EP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;3120720;RUSAK RINGAN;L 1745 EP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;4316352;RUSAK RINGAN;L 1853 CP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;4020450;RUSAK RINGAN;L 1650 CP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54F TURBO LV;4099734;RUSAK RINGAN;L 1637 CP;2022;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
Oktober;PT SRIKANDI DIAMOND INDAH MOTORS;STRADA TRITON PICK UP;2855600;TUNE UP;L 8854 CP;2022;PT SRIKANDI DIAMOND INDAH MOTORS;PT SRIKANDI DIAMOND INDAH MOTORS
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;6176352;RUSAK SEDANG;L 0033 AP;2022;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
